@relation 'creditcard-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.GreedyStepwise -B -T -1.7976931348623157E308 -N -1 -num-slots 1'

@attribute V4 numeric
@attribute V10 numeric
@attribute V14 numeric
@attribute V17 numeric
@attribute V20 numeric
@attribute V24 numeric
@attribute Class {0,1}

@data
2.400031,-4.614508,-3.415152,-9.261641,-0.403685,0.178987,1
5.928191,-4.138891,-7.840942,-9.931765,-0.207759,-0.238128,1
8.904157,-22.187089,-3.926207,-12.462315,2.812241,0.254836,1
3.833998,0.541699,-2.420716,0.799832,-0.115922,-0.380576,1
8.807369,-12.888158,-13.778956,-20.578022,-0.04617,0.558419,1
6.447591,-7.939642,-5.330144,-11.431757,1.706889,0.169846,1
1.214335,-3.843911,-4.634631,-5.635494,0.253464,-0.226416,1
4.197236,1.846732,1.116269,0.118329,0.207381,-1.078348,0
-0.267565,-1.025335,-1.074999,0.223887,-0.186978,0.411572,1
0.538993,0.378746,-0.64593,0.501191,-0.004291,0.037106,0
4.83349,0.085662,-2.306645,1.165737,1.277315,0.260801,1
-0.824788,0.747413,-0.194028,0.356602,-0.031238,-0.082544,0
-0.47112,0.166831,-0.264936,1.42506,0.864536,-1.386745,1
3.920748,-4.684233,-6.192475,-6.188834,1.00335,0.292539,1
-0.797923,0.617635,0.16218,0.823406,0.341343,0.296279,0
0.530402,-0.179959,0.369997,0.102746,-0.341755,-0.279491,0
-0.06177,-0.329524,-0.200635,-0.092449,-0.00054,-0.779839,0
2.012554,-1.925278,-4.429195,3.970587,-0.135789,-0.224999,1
-0.706186,-1.002692,0.260826,-0.308634,1.039638,0.738968,0
2.520863,0.64455,0.038372,-0.219143,-0.165249,0.011761,1
-1.141431,0.11618,0.521125,-0.381204,0.17983,0.042321,0
4.944065,1.318243,0.294516,1.69612,0.016094,-0.928545,0
2.076278,-2.100667,-4.68362,4.133667,-0.125097,-0.356109,1
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
0.249497,0.283975,0.721501,-0.270786,-0.223389,0.707188,0
2.067575,-2.126973,-4.861867,4.082485,-0.067712,-0.331586,1
0.567577,-0.372591,-0.476292,0.718309,-0.293461,0.277179,0
3.415573,-4.153692,-6.332513,-4.929162,0.290187,-0.680413,1
-0.807707,0.718096,-0.379259,0.092436,-0.031729,-0.147319,0
-0.607989,-1.440784,-0.31901,0.02636,0.150787,0.421968,0
6.046612,-9.153368,-9.574662,-14.102772,1.54497,0.11254,1
4.465927,1.139381,0.225318,0.245408,0.133876,0.609969,0
9.099552,-12.618163,-8.653743,-21.585152,-0.180935,0.661133,1
4.420666,-0.794994,-5.274866,-4.698433,-2.169811,0.41017,1
8.925115,-12.805683,-13.694873,-20.583593,-0.247648,0.478279,1
8.425832,-15.239962,-14.952981,-15.48699,-0.646818,0.406265,1
0.468308,-3.463891,-4.057162,-5.035326,0.247968,0.03207,1
-1.986517,0.202599,-0.244137,-0.142347,0.083464,0.539189,0
4.45358,-13.540168,-15.393045,-21.297906,1.490869,0.445752,1
-0.580434,2.225142,-1.255136,-0.659002,1.188641,-0.062616,0
-0.625602,0.686339,0.31372,-0.157984,-0.3469,-0.130137,0
0.253351,-0.192352,-0.551619,0.172302,-0.174735,0.241179,0
3.462217,-5.974925,-10.018106,-4.377106,0.590418,-0.873077,1
3.128243,0.269562,0.521484,0.306339,0.732852,0.254719,1
2.819191,-2.932895,-5.429362,-2.727343,0.048969,-0.406166,1
1.287839,-2.54441,-4.993992,3.6392,-0.187572,0.298242,1
4.228686,-3.096504,-6.39717,-4.448472,0.351484,0.37664,1
4.894601,-7.781353,-10.732109,-13.570683,-0.562264,-0.535217,1
7.380245,-3.944238,-9.057993,1.524501,0.483303,-0.234649,1
1.389777,0.270063,0.648476,-0.118505,-0.31376,-0.093646,0
0.963758,-0.251865,-0.029866,0.301551,0.092772,0.370993,0
1.222263,-0.086386,0.308104,0.042824,-0.231576,-0.797666,0
6.320089,-8.372753,-6.826584,-12.375271,1.649202,0.152234,1
4.732795,-2.447469,-6.079337,6.739384,0.009061,-1.632653,1
-0.078001,-1.452658,1.685583,-0.318037,-0.274287,-0.132929,0
6.606846,-3.624775,-6.679977,-8.760786,-1.818315,0.034639,1
1.844111,-4.868747,-8.724496,-7.16443,-0.953827,0.78667,1
6.378395,-8.233721,-6.325975,-12.061696,1.667304,0.161105,1
1.008733,-3.514133,-5.765823,-9.567268,0.32749,-0.320191,1
0.292016,-0.581201,1.466736,0.561292,-0.052083,0.110647,0
-1.282491,-0.408339,1.014895,0.857885,-0.252978,-0.029763,0
2.992117,-3.393553,-3.988415,-4.826246,0.988493,-0.233378,1
-1.765892,1.858663,0.000082,-0.000988,-0.430798,-0.382747,0
1.189452,-4.513907,-4.184555,-3.35318,-1.056162,-0.278018,1
1.817092,-5.245984,-6.416628,-4.614717,0.306271,-0.183659,1
3.320337,-5.052502,-9.072711,-6.248145,-3.49305,-0.639435,1
5.342759,-3.202436,-8.485795,-1.372629,0.313332,-0.01882,1
-0.043912,-1.292539,-0.884487,0.60059,-0.057969,0.007999,0
0.871912,-0.210928,0.266796,0.317074,-0.0193,0.403032,0
3.761155,-4.993417,-6.425276,-6.347453,1.932254,0.180016,1
0.023266,-0.076801,0.573881,-0.525322,-0.144302,0.177146,0
-0.450759,0.46147,-0.185105,1.030355,0.029091,0.069905,0
3.123672,-0.859862,-0.971758,2.61145,-0.185455,0.035446,1
-0.247956,-1.056795,-0.369115,0.382351,-0.212411,-0.476672,0
1.998824,-1.959809,-4.662577,3.902825,-0.060159,-0.180218,1
-0.854323,0.424325,-1.270559,1.026918,0.089887,0.694575,0
1.209669,-0.223611,-0.543037,-0.486781,-0.06662,-0.121596,0
1.456823,-0.009749,1.939128,-0.308431,-0.070696,-0.575114,0
0.982715,0.218942,0.22867,0.068171,0.20982,-0.013359,0
1.002156,0.523342,0.715399,-0.604811,1.471246,0.376975,0
-0.162531,-0.856712,-0.183521,1.153175,0.011457,-1.725292,0
5.201403,-1.470645,-6.177365,-10.340513,-1.000658,0.99411,1
4.147011,1.761384,-0.584272,-0.518558,0.476088,-0.956141,0
7.46578,-15.563791,-13.247889,-16.044524,-1.378923,0.431261,1
2.213085,-3.53865,-3.822894,-5.211875,0.390786,0.3432,1
-0.472571,0.527823,-0.267375,0.171166,1.149043,0.705673,0
0.672226,-0.407406,0.409868,-0.562248,0.106907,-0.099924,0
11.927512,-13.348278,-14.491598,-12.439805,1.002764,-1.033132,1
-0.664357,0.596871,-0.21297,0.198279,0.106982,0.374973,0
4.750702,1.469417,0.836017,0.535674,0.440864,-0.015901,0
-0.676764,-0.826177,0.012145,-0.674997,0.174557,0.083074,0
2.201884,-6.428231,-7.67225,-5.701174,2.230735,-2.028024,1
-1.576696,-0.893353,0.288827,-0.259982,-0.164602,0.502004,0
-2.080968,-1.559125,0.185097,-0.27781,0.34941,-0.401832,0
3.818392,-3.263007,-6.281094,-1.385557,0.369663,0.394274,1
-1.172649,-0.722956,-0.1085,-0.969273,-0.352406,-0.334832,0
5.420941,-7.060746,-11.182063,-13.389251,1.08576,-0.215924,1
-1.331945,-1.189708,-0.396585,0.101523,-0.345592,-0.345856,0
-2.018404,-0.85822,0.526072,-0.709004,0.081187,1.038147,0
0.817733,-0.70842,0.596176,0.222062,-0.044073,0.028178,0
-2.872053,-0.095411,-0.167133,-0.527141,0.323764,1.028877,0
3.481298,1.431672,0.298529,-0.707607,-0.109206,-1.674851,0
6.081321,0.56668,-8.490813,-3.093013,-1.118687,0.163718,1
4.853894,-1.987773,-3.738023,-5.136135,-3.042626,0.170279,1
11.270352,-13.670545,-15.066374,-12.804141,1.10125,-0.81814,1
7.031115,-13.320789,-14.094452,-18.912494,0.055684,0.47267,1
0.452359,0.070099,-0.114087,-0.679492,-0.165168,0.518639,0
3.247513,-4.919348,-7.03588,-2.515183,0.340898,0.008495,1
-0.353819,0.407337,-0.708479,0.681654,0.337432,-0.276999,0
-2.361522,1.162903,-0.648248,0.414689,-0.240118,0.72926,0
6.207369,-15.123752,-6.552554,-20.164542,0.694574,0.789186,1
-0.422197,-1.281912,-1.526069,-0.296973,-0.229633,0.46107,0
-0.794243,-0.219102,0.48605,-0.691643,-0.089152,-0.499637,0
0.390917,0.068353,0.26945,-0.341269,-0.196943,-0.109845,0
11.805469,-12.830657,-13.028717,-11.485328,1.001519,-1.055104,1
0.276693,-0.098118,0.509003,-0.405071,-0.242835,1.168816,0
5.521821,-3.89824,-10.258851,0.167602,0.329568,-0.031084,1
0.116772,-0.159325,-0.658246,0.653662,0.062199,0.600742,1
7.783634,-2.497561,-13.969471,-5.969987,-0.181455,-0.616962,1
5.803893,-2.22307,-6.065622,0.334316,0.499568,-1.042657,1
-0.389902,-1.047177,-1.189769,0.279362,0.031924,-0.012468,0
3.631947,-5.822449,-5.413787,-11.143241,-0.178534,-0.534598,1
4.028571,-2.89499,-5.591364,-4.961534,0.388885,0.279895,1
2.882138,1.081514,0.141332,-0.828193,-0.206239,-0.026012,1
0.305542,0.119951,-0.210248,-0.997304,-0.014825,-0.358599,0
0.528097,-0.511905,-0.786454,0.438267,-0.189848,-0.189476,0
-2.753274,-0.95402,0.80996,-0.91341,-0.572463,-0.268957,0
2.891388,0.324239,1.027584,0.120608,0.646616,-0.814708,1
-0.584841,-1.255095,-1.049639,0.576354,0.117524,0.686301,0
1.921863,-3.465689,-4.852867,-4.835558,0.330917,0.27138,1
0.001213,0.130831,-1.014796,0.578496,1.413246,-0.178398,0
-0.650688,-1.073197,0.315422,0.491292,0.093408,-0.278799,0
-0.448983,-0.865548,-1.357196,-0.430897,0.105995,-1.256854,0
3.643945,-2.834871,-5.327287,-5.095183,0.329342,-0.769644,1
1.245979,0.149304,-0.383741,0.25779,-0.070722,-0.392373,0
1.453832,0.27899,-1.035707,0.349112,-0.443321,-1.165491,0
-0.014588,-0.371672,-0.819319,-0.397246,0.062908,-0.679294,1
0.068783,-0.898198,0.139111,0.601616,-0.138071,0.028228,0
0.080317,-0.384944,-0.191699,0.076979,-0.033192,0.147534,0
5.036985,-5.653638,-9.26612,-5.709087,0.164288,-0.462309,1
1.321447,0.142771,0.220628,0.593152,-0.069537,-0.287344,0
-0.580745,-0.408243,0.13889,-0.398013,-0.044383,0.035678,0
8.607557,-13.193415,-18.822087,-15.227008,1.382619,-1.189308,1
5.508003,-9.332128,-7.140418,-12.120539,0.924396,-0.543369,1
2.625368,-6.199882,-6.59055,-4.214486,0.364089,0.4617,1
0.441647,0.033276,0.26992,-0.585987,-0.303559,0.007455,0
6.078266,-5.134454,-9.177166,1.313014,0.269773,-0.716522,1
2.942946,-3.235439,-11.571423,-9.285186,-0.198963,-0.34917,1
6.115541,-8.859194,-8.578973,-13.472897,1.58293,0.121397,1
7.232058,-4.40093,-8.893726,-4.368986,0.474414,-0.449864,1
4.222145,1.364521,0.738662,0.461907,0.263196,0.675549,0
1.496698,-0.570543,-0.967464,0.724667,0.082335,0.28918,0
2.036985,-3.50579,-4.820322,-4.40585,0.31098,0.460861,1
3.386708,-5.208335,-5.231611,-4.847992,0.52084,-0.359983,1
-0.633136,-0.440106,-0.246827,-0.603356,0.292525,-0.025323,0
6.476731,-7.870122,-5.079846,-11.274973,1.715862,0.174286,1
7.1435,-5.576419,-12.451499,-2.128027,0.872006,-1.120256,1
5.80937,-4.59239,-10.38489,0.409736,0.310525,-0.520629,1
-1.006666,-0.334879,-0.211195,-0.254773,-0.324004,-0.265634,0
-1.777892,0.187559,0.318145,-0.451239,0.058089,0.51263,0
1.536844,-2.776747,-4.610138,-7.524188,0.227051,-0.144228,1
-1.678251,-0.431143,0.051302,-1.206574,0.107737,0.98102,0
2.512986,-2.162061,-5.926131,-3.712752,-0.515001,0.146868,1
4.418835,1.533524,0.158441,0.161246,0.284576,-0.099046,0
6.094141,-5.153095,-9.63469,0.891935,0.440439,-0.403114,1
0.40867,-0.888722,-1.948883,0.903562,-0.017652,-0.450261,1
6.505862,-7.800598,-4.829552,-11.11819,1.724779,0.178731,1
0.626397,-0.042629,0.390846,-0.380905,-0.144852,0.353739,0
1.292951,0.412971,0.649634,-0.371456,-0.26075,0.035493,0
-1.770999,1.19668,0.281474,-0.649797,0.481091,-0.359159,0
0.38976,-0.713474,0.727242,-0.56639,0.634184,0.114963,1
2.296648,0.583444,1.406334,-0.957744,-0.215478,0.015505,0
0.045279,-0.490849,0.354724,-1.104564,-0.185437,-0.447877,0
-1.776525,1.695046,0.114927,0.252986,-0.398071,0.002279,0
1.493958,-0.792938,-1.381214,1.13216,0.016004,-0.946242,1
-1.471619,-1.210631,0.904145,-0.517553,0.608366,1.028632,0
2.63384,0.785545,1.265485,-0.362497,-0.514614,0.633683,0
-1.715352,-0.718287,0.208131,0.475208,-0.511259,-0.939678,0
0.369668,0.295529,0.963194,-0.329516,-0.272496,-0.634532,0
5.148263,-8.537758,-11.608002,-11.939092,0.135711,-0.33945,1
5.7015,-7.454841,-11.736729,-3.535524,0.576656,-0.279642,1
0.235857,-0.359672,2.171174,0.408048,-0.256745,-0.102092,0
-1.701922,1.233901,-0.310479,0.579923,0.457554,-0.347519,0
1.115072,1.758481,-0.722402,-1.17279,-0.298786,0.385464,0
10.343228,-11.853867,-18.493773,-14.441211,1.488855,-1.186406,1
1.573531,-0.263108,-0.36313,-0.767433,-0.012341,0.359238,0
1.270944,-0.656461,-0.035639,1.612239,-0.17307,-0.536338,0
-0.151033,-0.52689,0.543683,0.47837,-0.036106,-2.136915,0
4.273323,-6.065782,-7.02898,-7.014622,0.832398,-0.035426,1
1.605492,-1.121275,1.922044,2.224946,-0.194771,-0.483489,0
-1.829048,-0.202171,0.831068,0.343246,-0.301954,-0.403684,0
8.199614,-12.265324,-14.107464,-21.673987,0.563869,0.499809,1
-0.677181,-1.09064,0.33861,0.037409,0.171676,0.388939,0
3.859701,-5.29061,-8.527679,-9.698839,0.077781,-0.166482,1
4.955963,-7.142199,-10.739572,-13.502153,0.058861,-0.477983,1
-0.686506,0.718198,0.291183,-0.104226,-0.491362,-0.099904,0
2.805351,0.955004,0.139567,-0.798201,-0.264705,0.401524,1
6.679062,-5.665862,-4.328989,-3.354638,3.792667,-0.542506,1
6.261733,-8.511767,-7.327222,-12.688858,1.630787,0.143386,1
4.319241,-3.550385,-6.221945,-10.441009,-0.656511,-0.304,1
5.153525,4.031435,-0.729707,-0.102946,-2.286137,-0.759673,1
8.904157,-22.187089,-3.926207,-12.462315,2.812241,0.254836,1
3.109903,-5.954838,-8.560423,-4.335998,1.05439,-0.284091,1
-0.851113,-1.027463,0.668731,-0.067118,-0.084826,-0.213823,0
3.987828,1.072955,1.57108,-0.122016,-0.344452,-0.216597,1
5.92485,-3.419207,-8.636297,2.134606,0.964772,0.025723,1
11.82499,-12.916636,-13.272965,-11.644603,0.996745,-1.051086,1
2.135772,-2.152519,-5.012202,4.152086,-0.023576,0.017911,1
1.305805,-4.501315,-3.828268,-7.550968,0.250415,-0.325948,1
